Policy ID,Client,Account Owner,Product Line,Country,Region,Distribution,Retail Broker,Business Type,Inception Date,Expiry Date,Status,Currency,FX Rate (per GBP),Premium (Local),GWP (GBP),Brokerage %,Revenue (GBP)
BTD-2025-00506,Harrowgate Resources Group,Marcus Ridley,Cyber,Hong Kong,Asia Pacific,Wholesale,Ivory Lane Insurance,New Business,2025-06-01,2026-06-01,Renewed,USD,1.27,35060,27606.3,0.082,2263.72
BTD-2025-00443,Pillerton Pharma,Sofia Almeida,Marine Cargo,France,Europe,Retail,,New Business,2025-03-01,2026-03-01,Renewed,EUR,1.17,10460,10281.2,0.1211,1245.05
BTD-2025-00484,Strathallan Whisky Co,Tom Beckwith,Kidnap & Ransom,Spain,Europe,Wholesale,Denholm Marsh Brokers,New Business,2025-05-26,2026-05-26,Renewed,EUR,1.17,3420,2923.08,0.1269,370.94
BTD-2024-00126,Corrieburn Energy,Marcus Ridley,D&O,United Kingdom,UK & Ireland,Wholesale,Ivory Lane Insurance,New Business,2024-04-05,2025-04-05,Renewed,GBP,1.0,17220,17220.0,0.087,1498.14
BTD-2024-00313,Hartsmere Aviation,Sofia Almeida,Marine Cargo,South Africa,Middle East & Africa,Retail,,New Business,2024-12-21,2025-12-21,Renewed,ZAR,23.5,115200,4902.13,0.1191,583.84
BTD-2026-00789,Underhill Logistics,Sofia Almeida,Terrorism,Nigeria,Middle East & Africa,Retail,,Renewal,2026-01-01,2027-01-01,Live,USD,1.27,44140,34755.91,0.2097,7288.31
BTD-2025-00696,Bellhaven Foods Group,Callum Reid,D&O,Malaysia,Asia Pacific,Retail,,Renewal,2025-12-01,2026-12-01,Live,USD,1.27,20310,15992.13,0.1535,2454.79
BTD-2026-00751,Inglefield Robotics,Callum Reid,D&O,Canada,North America,Wholesale,Calderstone Risk Partners,Renewal,2026-01-02,2026-07-02,Live,CAD,1.72,17850,10377.91,0.078,809.48
BTD-2026-00866,Wardlow Precision,Sofia Almeida,Terrorism,Saudi Arabia,Middle East & Africa,Retail,,Renewal,2026-04-03,2027-04-03,Live,USD,1.27,34450,27125.98,0.1939,5259.73
BTD-2025-00417,Westhaven Cruises,Marcus Ridley,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Norbury Risk Solutions,Renewal,2025-02-15,2026-02-15,Renewed,GBP,1.0,6910,6910.0,0.1019,704.13
BTD-2025-00483,Carrowmore Shipping,Eleanor Voss,Active Assailant,United Kingdom,UK & Ireland,Retail,,New Business,2025-05-24,2026-05-24,Expired,GBP,1.0,6340,6340.0,0.2343,1485.46
BTD-2026-00839,Nethercott Foods,Eleanor Voss,Cyber,Malaysia,Asia Pacific,Retail,,New Business,2026-03-01,2027-03-01,Live,USD,1.27,30500,24015.75,0.1562,3751.26
BTD-2025-00467,Yarnholme Packaging,Eleanor Voss,Kidnap & Ransom,United Kingdom,UK & Ireland,Retail,,New Business,2025-04-01,2025-10-01,Renewed,GBP ,1.0,39020,39020.0,0.2425,9462.35
BTD-2024-00146,Draycote Systems,Eleanor Voss,Liability,United Kingdom,UK & Ireland,Wholesale,Eastgate Commercial Risks,New Business,2024-05-22,2025-05-22,Renewed,GBP,1.0,3200,3200.0,0.1019,326.08
BTD-2024-00128,Kelsterne Beverages,Marcus Ridley,Professional Indemnity,United Kingdom,UK & Ireland,Wholesale ,Kilbride Risk Advisers,New Business,2024-04-26,2025-04-26,Expired,GBP,1.0,7320,7320.0,0.0838,613.42
BTD-2025-00557,Halloway Security Group,Marcus Ridley,D&O,United Arab Emirates,Middle East & Africa,Wholesale,Barrenger Insurance Brokers,New Business,2025-07-04,2026-07-04,Live,USD,1.27,31190,24559.06,0.082,2013.84
BTD-2025-00399,Alderney Freight Ltd,Tom Beckwith,Terrorism,United Kingdom,UK & Ireland,Retail,,New Business,2025-02-01,2026-02-01,Renewed,GBP,1.0,17010,"17,010.00",0.2105,"3,580.60"
BTD-2025-00458,Alderney Freight Ltd,Priya Nandakumar,Fixated Threat,United Kingdom,UK & Ireland,Wholesale,Jardine Wray Partners,Renewal,2025-04-03,2025-10-03,Expired,GBP,1.0,3380,3380.0,0.1436,485.37
BTD-2025-00346,Yarnholme Packaging,Tom Beckwith,Fixated Threat,United Kingdom,UK & Ireland,Retail,,New Business,2025-01-06,2026-01-06,Renewed,GBP,1.0,1350,1350.0,0.2329,314.42
BTD-2026-00819,Quenby Insurance Services,Tom Beckwith,Active Assailant,Brazil,Latin America,Retail,,New Business,2026-03-18,2028-03-18,Live,USD,1.27,11440,9007.87,0.2397,2159.19
BTD-2026-00812,Saltmarsh Infrastructure plc,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Wholesale,Jardine Wray Partners,Renewal,2026-02-01,2027-02-01,Live,GBP,1.0,16350,16350.0,0.1077,1760.9
BTD-2024-00310,Havelock Steel,Priya Nandakumar,Marine Cargo,United Kingdom,UK & Ireland,Retail,,New Business,2024-11-01,2025-11-01,Renewed,GBP,1.0,3540,3540.0,0.1153,408.16
BTD-2025-00681,Draycote Systems,Eleanor Voss,Kidnap and Ransom,Canada,North America,Wholesale,Denholm Marsh Brokers,New Business,2025-11-01,2026-05-01,Renewed,CAD,1.72,11400,6627.91,0.1289,854.34
BTD-2024-00315,Crayford Dynamics,Marcus Ridley,Cyber,UK,UK & Ireland,Wholesale,Calderstone Risk Partners,Renewal,2024-12-24,2025-06-24,Renewed,GBP,1.0,10010,10010.0,0.0847,847.85
BTD-2025-00565,Northgate Pharmaceuticals,Sofia Almeida,D&O,Germany,Europe,Retail,,New Business,2025-07-21,2026-07-21,Live,EUR,1.17,36520,31213.68,0.1616,5044.13
BTD-2025-00389,Kestrel Field Services,Sofia Almeida,Marine Cargo,Australia,Asia Pacific,Retail,,New Business,2025-01-01,2026-01-01,Renewed,AUD,1.93,18200,9430.05,0.1254,1182.53
BTD-2024-00135,Wrayburn Motors,Marcus Ridley,Liability,United Kingdom,UK & Ireland,Wholesale,Denholm Marsh Brokers,New Business,2042-05-01,2043-05-01,Renewed,GBP,1.0,17890,17890.0,0.089,1592.21
BTD-2025-00485,Quenby Insurance Services,Tom Beckwith,Terrorism,United States,North America,Retail,,New Business,2025-05-20,2026-05-20,Renewed,USD,1.27,9040,7118.11,0.1882,1339.63
BTD-2025-00459,Langmere Telecom,Priya Nandakumar,Personal Accident,Singapore,Asia Pacific,Wholesale,Denholm Marsh Brokers,New Business,2025-04-11,2027-04-11,Live,USD,1.27,860,677.17,0.1065,72.12
BTD-2025-00640,Willowbrook Care Group,Marcus Ridley,Professional Indemnity,United Kingdom,UK & Ireland,Wholesale,Grindley Risk Services,New Business,2025-10-01,2027-10-01,Live,GBP,1.0,10620,10620.0,0.0845,897.39
BTD-2026-00765,Oakhampton Retail Holdings,Callum Reid,Personal Accident,United Kingdom,UK & Ireland,Retail,,Renewal,2026-01-25,2027-01-25,Live,GBP ,1.0,6090,6090.0,0.2104,1281.34
BTD-2024-00008,Pillerton Pharma,Tom Beckwith,Fixated Threat,United States,North America,Wholesale,Ollerton & Hale,New Business,2024-01-23,2025-01-23,Renewed,USD,1.27,5030,3960.63,0.1396,552.9
BTD-2024-00073,Draycote Systems,Marcus Ridley,Political Violence,Kenya,Middle East & Africa,Wholesale,Eastgate Commercial Risks,New Business,2024-02-24,2025-02-24,Renewed,USD,1.27,16870,13283.46,0.1176,1562.14
BTD-2026-00717,Fairholme Capital Partners,Marcus Ridley,Professional Indemnity,Spain,Europe,Wholesale,Denholm Marsh Brokers,New Business,2026-01-03,2027-01-03,Live,EUR,1.17,11730,10025.64,0.088,882.26
BTD-2026-00816,Grantley Sports Holdings,Callum Reid,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Calderstone Risk Partners,Renewal,01/02/2026,2026-08-01,Live,GBP,1.0,2610,2610.0,0.1039,271.18
BTD-2025-00447,Strathallan Whisky Co,Eleanor Voss,Political Violence,United Kingdom,UK & Ireland,Wholesale,Ivory Lane Insurance,Renewal,2025-04-13,2026-04-13,Expired,GBP,1.0,32130,32130.0,0.1083,3479.68
BTD-2026-00912,Hartsmere Aviation,marcus ridley,Cyber,Canada,North America,Wholesale,Eastgate Commercial Risks,New Business,2026-05-08,2027-05-08,Live,CAD,1.72,29920,17395.35,0.0843,1466.43
BTD-2024-00281,Merrowdale Timber,Eleanor  Voss,Active Assailant,Greece,Europe,Retail,,New Business,2024-10-03,2025-10-03,Renewed,EUR,1.17,8240,7042.74,0.2283,1607.86
BTD-2026-00781,Saltmarsh Infrastructure plc,Marcus Ridley,Liability,USA,North America,Retail,,New Business,2026-01-16,2026-07-16,Live,USD,1.27,22710,17881.89,0.1737,3106.08
BTD-2025-00478,Pillerton Pharma,Priya Nandakumar,Liability,United Kingdom,UK & Ireland,Wholesale,Merrivale Insurance Partners,Renewal,2025-04-01,2026-04-01,Expired,GBP,1.0,3250,3250.0,0.0911,296.08
BTD-2026-00929,Garrowby Petroleum,Marcus Ridley,D&O,Israel,Middle East & Africa,Wholesale,Hollowell Brokers Ltd,New Business,2026-06-04,2027-06-04,Live,USD,1.27,36200,28503.94,0.0874,2491.24
BTD-2025-00627,Kilnbrook Automotive,Priya Nandakumar,Marine Cargo,Canada,North America,Wholesale ,Calderstone Risk Partners,Renewal,2025-09-01,2026-09-01,Live,CAD,1.72,5370,3122.09,0.0685,213.86
BTD-2026-00883,Larkspur Hotels Group,Tom Beckwith,Active Assailant,Canada,North America,Wholesale ,Ivory Lane Insurance,New Business,2026-04-26,2027-04-26,Live,CAD,1.72,20090,11680.23,0.1206,1408.64
BTD-2024-00086,Quenby Insurance Services,Sofia Almeida,Political Violence,China,Asia Pacific,Retail,,New Business,2024-03-26,2024-09-26,Expired,USD,1.27,26060,20519.69,0.2002,4108.04
BTD-2026-00833,Grantley Sports Holdings,Marcus Ridley,Terrorism,Greece,Europe,Retail,,Renewal,2026-03-10,2027-03-10,Live,EUR,1.17,17200,14700.85,0.1908,2804.92
BTD-2025-00666,Northgate Pharmaceuticals,Tom Beckwith,D&O,United Kingdom,UK & Ireland,Wholesale,Eastgate Commercial Risks,New Business,2025-10-10,2026-10-10,Live,GBP,1.0,15440,15440.0,0.0802,1238.29
BTD-2026-00737,Quenby Insurance Services,Sofia Almeida,Terrorism,Greece,Europe,Retail,,New Business,2026-01-05,2027-01-05,Live,EUR,1.17,32230,27547.01,0.2123,5848.23
BTD-2024-00114,Rothersay Shipping Lines,Eleanor Voss,Active Assailant,United Arab Emirates,Middle East & Africa,Wholesale,Norbury Risk Solutions,Renewal,2024-04-25,2025-04-25,Renewed,USD,1.27,7070,5566.93,0.1265,704.22
BTD-2026-00940,Pentreath Marine,Tom Beckwith,Fixated Threat,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2026-06-11,2027-06-11,Live,GBP,1.0,3350,3350.0,0.1366,457.61
BTD-2026-00803,Inglefield Robotics,Sofia Almeida,Marine Cargo,United Arab Emirates,Middle East & Africa,Retail,,Renewal,2026-02-01,2027-02-01,Live,USD,1.27,14800,11653.54,0.1156,1347.15
BTD-2025-00519,Coldharbour Estates,Tom Beckwith,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Ollerton & Hale,New Business,2025-06-01,2026-06-01,Renewed,GBP,1.0,12230,12230.0,0.1285,1571.56
BTD-2025-00367,Ardenvale Mining Corporation,Sofia Almeida,Marine Cargo,Greece,Europe,Retail,,New Business,2025-01-01,2026-01-01,Renewed,EUR,1.17,33190,28367.52,0.13,3687.78
BTD-2024-00092,Willowbrook Care Group,Eleanor Voss,Political Violence,United States,North America,Retail,,New Business,2024-03-01,2025-03-01,Renewed,usd,1.27,45020,35448.82,0.1868,6621.84
BTD-2024-00172,Northgate Pharmaceuticals,Priya Nandakumar,Personal Accident,United Kingdom,UK & Ireland,Wholesale,Fairweather & Co,New Business,2024-06-01,2025-06-01,Expired,GBP,1.0,3370,3370.0,0.1088,366.66
BTD-2025-00629,Brackenhill Logistics,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Retail,,Renewal,2025-09-01,2027-09-01,Live,GBP,1.0,19640,19640.0,0.1942,3814.09
BTD-2025-00351,Eastcliffe Publishing,Marcus Ridley,Cyber,Greece,Europe,Retail,,New Business,2025-01-22,2026-01-22,Expired,EUR,1.17,10530,9000.0,0.1531,1377.9
BTD-2026-00901,Ashcombe Analytics,Marcus Ridley,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Calderstone Risk Partners,Renewal,2026-05-04,2027-05-04,Live,GBP,1.0,5210,5210.0,0.1156,602.28
BTD-2025-00499,Pillerton Pharma,Tom Beckwith,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Calderstone Risk Partners,New Business,2025-05-01,2026-05-01,Expired,GBP,1.0,19620,19620.0,0.1288,2527.06
BTD-2026-00727,Glenmarch Textiles,Marcus Ridley,Professional Indemnity,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,Renewal,2026-01-01,2027-01-01,Live,GBP,1.0,7920,7920.0,0.0882,698.54
BTD-2025-00424,Kilnbrook Automotive,Marcus Ridley,D&O,Canada,North America,Wholesale,Barrenger Insurance Brokers,New Business,2025-03-01,2026-03-01,Renewed,CAD,1.72,49290,28656.98,0.0832,2384.26
BTD-2025-00631,Redcastle Minerals,Marcus Ridley,Personal Accident,Israel,Middle East & Africa,Wholesale ,Fairweather & Co,Renewal,2025-09-01,2026-09-01,Live,USD,1.27,4450,3503.94,0.1029,360.56
BTD-2025-00600,Ravensworth Trading,Eleanor Voss,Kidnap & Ransom,United Kingdom,UK & Ireland,Retail,,Renewal,2025-08-07,2026-08-07,Live,GBP,1.0,11940,11940.0,0.2483,2964.7
BTD-2025-00650,Meridian Vale Energy,Eleanor Voss,Active Assailant,Canada,North America,Wholesale,Barrenger Insurance Brokers,New Business,2025-10-19,2026-10-19,Live,CAD,1.72,47810,27796.51,0.115,3196.6
BTD-2024-00290,Cleveland Row Partners,Sofia Almeida,Terrorism,Australia,Asia Pacific,Retail,,New Business,2024-11-01,2025-11-01,Renewed,AUD,1.93,15100,7823.83,0.1856,1452.1
BTD-2024-00183,Dunmarrow Agriculture,marcus ridley,D&O,United Kingdom,UK & Ireland,Retail,,New Business,2024-07-01,2025-01-01,Renewed,GBP,1.0,22120,22120.0,0.1505,3329.06
BTD-2025-00423,Fairholme Capital Partners,Marcus Ridley,Liability,Australia,Asia Pacific,Wholesale,Lansdowne Brokers Group,Renewal,2025-03-13,2026-03-13,Expired,AUD,1.93,26570,13766.84,0.0893,1229.38
BTD-2025-00497,Applecross Distilling,Eleanor Voss,Kidnap and Ransom,United Kingdom,UK & Ireland,Retail,,New Business,2025-05-01,2026-05-01,Renewed,GBP,1.0,9800,9800.0,0.2692,2638.16
BTD-2026-00731,Rothersay Shipping Lines,Callum Reid,D&O,United Kingdom,UK & Ireland,Wholesale,Jardine Wray Partners,Renewal,2026-01-12,2027-01-12,Live,GBP,1.0,22200,22200.0,0.0817,1813.74
BTD-2025-00511,Strathallan Whisky Co,Eleanor  Voss,Kidnap & Ransom,United Kingdom,UK & Ireland,Wholesale,Kilbride Risk Advisers,New Business,2025-06-01,2026-06-01,Expired,GBP,1.0,20750,20750.0,0.1302,2701.65
BTD-2026-00801,Havelock Steel,Sofia Almeida,Product Recall,Cyprus,Europe,Retail,,Renewal,2026-02-17,2028-02-17,Live,EUR,1.17,25630,21905.98,0.1842,4035.08
BTD-2026-00861,Ashcombe Analytics,Sofia Almeida,Marine Cargo,United Kingdom,UK & Ireland,Wholesale,Norbury Risk Solutions,Renewal,2026-04-01,2027-04-01,Live,GBP,1.0,7050,7050.0,0.0642,452.61
BTD-2026-00848,Stonegrave Construction,Sofia Almeida,Marine Cargo,Australia,Asia Pacific,Retail,,New Business,2026-03-14,2027-03-14,Live,AUD,1.93,16600,8601.04,0.1176,1011.48
BTD-2025-00472,Nethercott Foods,Sofia Almeida,Political Violence,Colombia,Latin America,Retail,,Renewal,2025-04-27,2026-04-27,Renewed,USD,1.27,69720,54897.64,0.1905,10458.0
BTD-2025-00410,Merrowdale Timber,Sofia Almeida,Marine Cargo,Greece,Europe,Wholesale,Ainsworth & Pike,New Business,2025-02-18,2026-02-18,Renewed,EUR,1.17,6290,5376.07,0.0734,394.6
BTD-2024-00322,Northgate Pharmaceuticals,Tom Beckwith,Fixated Threat,Canada,North America,Wholesale,Hollowell Brokers Ltd,Renewal,2024-12-28,2025-06-28,Renewed,CAD,1.72,4320,2511.63,0.1294,325.0
BTD-2025-00475,Winterbourne Labs,Sofia Almeida,Product Recall,United States,North America,Retail,,New Business,18/04/2025,2026-04-18,Renewed,USD,1.27,60540,47669.29,0.1752,8351.66
BTD-2025-00392,Ledbury Green Power,Priya Nandakumar,Liability,United Kingdom,UK & Ireland,Wholesale,Ollerton & Hale,New Business,2025-01-05,2026-01-05,Renewed,GBP,1.0,7490,7490.0,0.089,666.61
BTD-2025-00416,Coldharbour Estates,Marcus Ridley,Cyber,United Kingdom,UK & Ireland,Wholesale,Ivory Lane Insurance,New Business,24/02/2025,2026-02-24,Renewed,GBP,1.0,9650,9650.0,0.0889,857.89
BTD-2025-00343,Caldwell Maritime Holdings,Tom Beckwith,Fixated Threat,China,Asia Pacific,Wholesale ,Denholm Marsh Brokers,Renewal,2025-01-13,2025-07-13,Renewed,USD,1.27,7570,5960.63,0.1385,825.55
BTD-2026-00824,Havelock Steel,Tom Beckwith,Fixated Threat,United Kingdom,UK & Ireland,Wholesale,Lansdowne Brokers Group,New Business,2026-03-01,2026-09-01,Live,GBP,1.0,3370,3370.0,0.1395,470.12
BTD-2024-00035,Stonegrave Construction,Marcus Ridley,Liability,Australia,Asia Pacific,Retail,,New Business,01/01/2024,2025-01-01,Renewed,AUD,1.93,14290,7404.15,0.1743,1290.54
BTD-2024-00267,Meridian Vale Energy,Eleanor Voss,Political Violence,United Kingdom,UK & Ireland,Retail,,New Business,2024-10-20,2025-10-20,Renewed,GBP,1.0,39240,39240.0,0.1874,7353.58
BTD-2024-00276,Halloway Security Group,Eleanor Voss,Kidnap and Ransom,United Kingdom,UK & Ireland,Retail,,New Business,2024-10-03,2025-04-03,Expired,GBP,1.0,11340,11340.0,0.2656,3011.9
BTD-2024-00265,Westhaven Cruises,Marcus Ridley,Liability,Greece,Europe,Wholesale,Ainsworth & Pike,New Business,2024-10-20,2025-10-20,Expired,EUR,1.17,6910,5905.98,0.0964,569.34
BTD-2025-00496,Wardlow Precision,Priya Nandakumar,Liability,United Kingdom,UK & Ireland,Wholesale ,Denholm Marsh Brokers,Renewal,2025-05-12,2026-05-12,Renewed,GBP,1.0,3070,3070.0,0.0897,275.38
BTD-2026-00825,Meridian Vale Energy,Tom Beckwith,Kidnap & Ransom,Canada,North America,Wholesale,Grindley Risk Services,New Business,2026-03-23,2027-03-23,Live,CAD,1.72,21130,12284.88,0.1321,1622.83
BTD-2026-00817,Langmere Telecom,Eleanor Voss,Fixated Threat,UK,UK & Ireland,Wholesale,Lansdowne Brokers Group,New Business,2026-02-24,2026-08-24,Live,GBP,1.0,9000,9000.0,0.1473,1325.7
BTD-2025-00570,Corrieburn Energy,Eleanor Voss,Political Violence,United Kingdom,UK & Ireland,Retail,,Renewal,2025-07-19,2026-07-19,Live,GBP ,1.0,28170,28170.0,0.1879,5293.14
BTD-2026-00935,Hexworthy Tunnelling,Priya Nandakumar,Product Recall,Canada,North America,Retail,,New Business,2026-06-17,2027-06-17,Live,CAD,1.72,57350,33343.02,0.1822,6075.1
BTD-2025-00387,Larkspur Hotels Group,Marcus Ridley,Professional Indemnity,United Kingdom,UK & Ireland,Retail,,Renewal,2025-01-03,2025-07-03,Renewed,GBP,1.0,6340,6340.0,0.1495,947.83
BTD-2024-00166,Barrowfield Housing,Tom Beckwith,Fixated Threat,Saudi Arabia,Middle East & Africa,Wholesale,Ainsworth & Pike,New Business,2024-06-27,2025-06-27,Expired,USD,1.27,7470,5881.89,0.1396,821.11
BTD-2025-00668,Stonegrave Construction,Tom Beckwith,Active Assailant,United Kingdom,UK & Ireland,Wholesale,Barrenger Insurance Brokers,New Business,2025-10-16,2026-10-16,Live,GBP,1.0,10100,10100.0,0.1151,1162.51
BTD-2024-00139,Northgate Pharmaceuticals,Eleanor Voss,D&O,Cyprus,Europe,Retail,,New Business,2024-05-20,2025-05-20,Renewed,EUR,1.17,171500,146581.2,0.1464,21459.49
BTD-2024-00197,Ardenvale Mining Corporation,Sofia Almeida,Product Recall,South Africa,Middle East & Africa,Wholesale,Jardine Wray Partners,Renewal,2024-07-01,2025-07-01,Expired,ZAR,23.5,2088800,88885.11,0.1015,9021.84
BTD-2025-00685,Tregarthen Copper,Marcus Ridley,Political Violence,United States,North America,Wholesale,Denholm Marsh Brokers,New Business,2025-11-01,2026-11-01,Live,USD,1.27,29870,23519.69,0.1175,2763.56
BTD-2026-00840,Garrowby Petroleum,Callum Reid,Terrorism,United Kingdom,UK & Ireland,Retail,,New Business,2026-03-12,2027-03-12,Live,GBP,1.0,12410,12410.0,0.2106,2613.55
BTD-2026-00934,Wrayburn Motors,Sofia Almeida,Marine Cargo,Colombia,Latin America,Retail,,Renewal,2026-06-01,2027-06-01,Live,USD,1.27,14960,11779.53,0.1202,1415.9
BTD-2025-00566,Whitmoor Recycling,Tom Beckwith,Kidnap & Ransom,USA,North America,Retail,,Renewal,2025-07-08,2026-07-08,Live,USD,1.27,20840,16409.45,0.2647,4343.58
BTD-2026-00921,Wardlow Precision,Sofia Almeida,Product Recall,Kenya,Middle East & Africa,Retail,,Renewal,2026-06-03,2027-06-03,Live,USD,1.27,40350,31771.65,0.1661,5277.27
BTD-2024-00147,Crayford Dynamics,Tom Beckwith,Fixated Threat,Canada,North America,Wholesale,Grindley Risk Services,New Business,2024-05-01,2024-11-01,Renewed,CAD,1.72,5560,3232.56,0.1304,421.53
BTD-2024-00006,Whitmoor Recycling,Marcus Ridley,Cyber,Canada,North America,Retail,,New Business,2024-01-28,2025-01-28,Expired,CAD,1.72,9170,5331.4,0.1496,797.58
BTD-2025-00543,Caldwell Maritime Holdings,Eleanor Voss,Active Assailant,UK,UK & Ireland,Retail,,New Business,2025-07-20,2026-07-20,Live,GBP,1.0,26120,26120.0,0.2332,6091.18
BTD-2024-00216,Yarnholme Packaging,Priya Nandakumar,Liability,United Kingdom,UK & Ireland,Wholesale,Ollerton & Hale,New Business,2024-07-26,2025-07-26,Expired,GBP,1.0,12940,12940.0,0.1021,1321.17
BTD-2026-00809,Havelock Steel,Eleanor Voss,Kidnap & Ransom,USA,North America,Retail,,Renewal,2026-02-02,2027-02-02,Live,USD,1.27,3500,2755.91,0.269,741.34
BTD-2024-00045,Redcastle Minerals,E Voss,Personal Accident,France,Europe,Retail,,New Business,2024-01-24,2025-01-24,Renewed,EUR,1.17,6820,5829.06,0.1854,1080.71
BTD-2025-00426,Caldwell Maritime Holdings,Tom Beckwith,Terrorism,UK,UK & Ireland,Wholesale,Norbury Risk Solutions,Renewal,2025-03-26,2026-03-26,Expired,GBP,1.0,10060,10060.0,0.1169,1176.01
BTD-2026-00724,Thornbury Aid Foundation,Eleanor Voss,Kidnap & Ransom,Malaysia,Asia Pacific,Retail,,Renewal,2026-01-25,2027-01-25,Live,USD,1.27,19240,"15,149.61",0.2593,"3,928.29"
BTD-2025-00381,Wardlow Precision,Eleanor Voss,Terrorism,United Kingdom,UK & Ireland,Wholesale,Grindley Risk Services,New Business,2025-01-11,2026-01-11,Renewed,GBP,1.0,23490,23490.0,0.1015,2384.24
BTD-2024-00051,Caldwell Maritime Holdings,Sofia Almeida,Terrorism,US,North America,Wholesale,Merrivale Insurance Partners,New Business,2024-01-01,2025-01-01,Renewed,USD,1.27,19030,14984.25,0.1041,1559.86
BTD-2026-00885,Saltmarsh Infrastructure plc,Eleanor Voss,Liability,USA,North America,Retail,,New Business,2026-04-09,2027-04-09,Live,USD,1.27,29700,23385.83,0.164,3835.28
BTD-2026-00855,Ilverton Diagnostics,Tom Beckwith,Kidnap & Ransom,Japan,Asia Pacific,Wholesale,Denholm Marsh Brokers,New Business,2026-04-17,2027-04-17,Live,usd,1.27,12080,9511.81,0.1279,1216.56
BTD-2026-00791,Blackwater Survey Co,Callum Reid,Active Assailant,United Kingdom,UK & Ireland,Retail,,New Business,2026-01-01,2027-01-01,Live,GBP,1.0,8900,8900.0,0.2289,2037.21
BTD-2025-00592,Oakhampton Retail Holdings,Tom Beckwith,Kidnap & Ransom,United Kingdom,UK & Ireland,Retail,,New Business,2025-08-19,2026-08-19,Live,GBP,1.0,8600,8600.0,0.2371,2039.06
BTD-2026-00936,Crayford Dynamics,Priya Nandakumar,Professional Indemnity,Colombia,Latin America,Retail,,Renewal,2026-06-05,2027-06-05,Live,USD,1.27,11560,9102.36,0.1518,1381.74
BTD-2024-00109,Corrieburn Energy,Tom Beckwith,Terrorism,United States,North America,Retail,,New Business,2024-04-09,2024-10-09,Renewed,USD,1.27,36250,28543.31,0.1867,5329.04
BTD-2024-00302,Brackenhill Logistics,Priya Nandakumar,Personal Accident,Italy,Europe,Retail,,Renewal,2024-11-01,2025-11-01,Renewed,EUR,1.17,14590,12470.09,0.198,2469.08
BTD-2025-00487,Draycote Systems,Tom Beckwith,K&R,United States,North America,Retail,,Renewal,2025-05-19,2026-05-19,Renewed,USD,1.27,3800,2992.13,0.2632,787.53
BTD-2026-00752,Ashcombe Analytics,Marcus Ridley,Cyber,Hong Kong,Asia Pacific,Retail,,New Business,2026-01-01,2027-01-01,Live,USD,1.27,6560,5165.35,0.1579,815.61
BTD-2026-00941,Hartsmere Aviation,Marcus Ridley,D&O,Colombia,Latin America,Wholesale,Calderstone Risk Partners,New Business,2026-06-07,2027-06-07,Live,USD,1.27,25540,20110.24,0.087,1749.59
BTD-2024-00208,Kelsterne Beverages,marcus ridley,Product Recall,Ukraine,Europe,Wholesale,Lansdowne Brokers Group,Renewal,2024-07-20,2025-07-20,Renewed,USD,1.27,21670,17062.99,0.0957,1632.93
BTD-2025-00680,Wickenby Defence Systems,Priya Nandakumar,Political Violence,Israel,Middle East & Africa,Wholesale,Merrivale Insurance Partners,New Business,2025-11-01,2027-11-01,Live,USD,1.27,40280,31716.54,0.1032,3273.15
BTD-2025-00656,Everleigh Cosmetics,Eleanor Voss,Terrorism,Australia,Asia Pacific,Retail,,New Business,2025-10-05,2026-10-05,Live,AUD,1.93,51190,26523.32,0.1941,5148.18
BTD-2024-00142,Thurloe Investments,Tom Beckwith,Product Recall,Canada,North America,Retail,,New Business,2024-05-10,2025-05-10,Renewed,CAD,1.72,13690,7959.3,0.1759,1400.04
BTD-2024-00040,Harrowgate Resources Group,Priya Nandakumar,Marine Cargo,United Kingdom,UK & Ireland,Retail,,New Business,2024-01-23,2025-01-23,Renewed,GBP,1.0,3190,3190.0,0.124,395.56
BTD-2026-00897,Zenmoor Technologies,Eleanor Voss,K&R,United Arab Emirates,Middle East & Africa,Retail,,New Business,2026-05-01,2027-05-01,Live,USD,1.27,9350,7362.2,0.2357,1735.27
BTD-2024-00157,Orrinshaw Media Group,Marcus Ridley,Cyber,Philippines,Asia Pacific,retail,,Renewal,2024-06-11,2025-06-11,Renewed,USD,1.27,16190,12748.03,0.143,1822.97
BTD-2025-00508,Ravensworth Trading,Sofia Almeida,Terrorism,Philippines,Asia Pacific,retail,,Renewal,2025-06-01,2027-06-01,Live,USD,1.27,44080,34708.66,0.1876,6511.34
BTD-2025-00597,Zenmoor Technologies,Marcus Ridley,Prof Indemnity,Australia,Asia Pacific,Wholesale,Norbury Risk Solutions,Renewal,2025-08-03,2026-08-03,Live,AUD,1.93,21170,10968.91,0.0778,853.38
BTD-2025-00502,Wrayburn Motors,Marcus Ridley,D&O,Germany,Europe,Retail,,Renewal,2025-05-20,2026-05-20,Renewed,EUR,1.17,41340,35333.33,0.1592,5625.07
